OG,len,i,sp
OG0004119,264,CCW61907.1,Phytomonas_sp._EM1
OG0002938,492,CCW61908.1,Phytomonas_sp._EM1
OG0003114,292,CCW61909.1,Phytomonas_sp._EM1
OG0002576,497,CCW61914.1,Phytomonas_sp._EM1
OG0003178,193,CCW61916.1,Phytomonas_sp._EM1
OG0003925,326,CCW61923.1,Phytomonas_sp._EM1
OG0003386,545,CCW61925.1,Phytomonas_sp._EM1
OG0004251,824,CCW61927.1,Phytomonas_sp._EM1
OG0003992,285,CCW61930.1,Phytomonas_sp._EM1
OG0003665,188,CCW61946.1,Phytomonas_sp._EM1
OG0003346,745,CCW61952.1,Phytomonas_sp._EM1
OG0003861,645,CCW61958.1,Phytomonas_sp._EM1
OG0002587,587,CCW61962.1,Phytomonas_sp._EM1
OG0002894,626,CCW61977.1,Phytomonas_sp._EM1
OG0003936,362,CCW61979.1,Phytomonas_sp._EM1
OG0003826,582,CCW61980.1,Phytomonas_sp._EM1
OG0004085,284,CCW61982.1,Phytomonas_sp._EM1
OG0003476,399,CCW61983.1,Phytomonas_sp._EM1
OG0003429,441,CCW61990.1,Phytomonas_sp._EM1
OG0002606,595,CCW61995.1,Phytomonas_sp._EM1
OG0003258,240,CCW61997.1,Phytomonas_sp._EM1
OG0004014,347,CCW62005.1,Phytomonas_sp._EM1
OG0003392,367,CCW62013.1,Phytomonas_sp._EM1
OG0003214,143,CCW62027.1,Phytomonas_sp._EM1
OG0003459,442,CCW62029.1,Phytomonas_sp._EM1
OG0002875,540,CCW62036.1,Phytomonas_sp._EM1
OG0003101,284,CCW62037.1,Phytomonas_sp._EM1
OG0003002,464,CCW62038.1,Phytomonas_sp._EM1
OG0002815,739,CCW62040.1,Phytomonas_sp._EM1
OG0002720,307,CCW62045.1,Phytomonas_sp._EM1
OG0004139,232,CCW62051.1,Phytomonas_sp._EM1
OG0003145,319,CCW62052.1,Phytomonas_sp._EM1
OG0002927,584,CCW62053.1,Phytomonas_sp._EM1
OG0003480,373,CCW62057.1,Phytomonas_sp._EM1
OG0003970,349,CCW62062.1,Phytomonas_sp._EM1
OG0002655,600,CCW62068.1,Phytomonas_sp._EM1
OG0002759,164,CCW62072.1,Phytomonas_sp._EM1
OG0002728,307,CCW62075.1,Phytomonas_sp._EM1
OG0002586,458,CCW62076.1,Phytomonas_sp._EM1
OG0003604,131,CCW62078.1,Phytomonas_sp._EM1
OG0003335,829,CCW62084.1,Phytomonas_sp._EM1
OG0003892,460,CCW62087.1,Phytomonas_sp._EM1
OG0002685,393,CCW62092.1,Phytomonas_sp._EM1
OG0003521,134,CCW62093.1,Phytomonas_sp._EM1
OG0004237,108,CCW62100.1,Phytomonas_sp._EM1
OG0003059,383,CCW62103.1,Phytomonas_sp._EM1
OG0003661,246,CCW62107.1,Phytomonas_sp._EM1
OG0002656,614,CCW62120.1,Phytomonas_sp._EM1
OG0003039,403,CCW62125.1,Phytomonas_sp._EM1
OG0003356,607,CCW62127.1,Phytomonas_sp._EM1
OG0004241,158,CCW62128.1,Phytomonas_sp._EM1
OG0004192,123,CCW62133.1,Phytomonas_sp._EM1
OG0003422,492,CCW62138.1,Phytomonas_sp._EM1
OG0003093,363,CCW62139.1,Phytomonas_sp._EM1
OG0003471,476,CCW62141.1,Phytomonas_sp._EM1
OG0003568,271,CCW62143.1,Phytomonas_sp._EM1
OG0003510,319,CCW62163.1,Phytomonas_sp._EM1
OG0003693,207,CCW62167.1,Phytomonas_sp._EM1
OG0003105,362,CCW62168.1,Phytomonas_sp._EM1
OG0003656,1019,CCW62172.1,Phytomonas_sp._EM1
OG0002607,527,CCW62180.1,Phytomonas_sp._EM1
OG0002645,508,CCW62185.1,Phytomonas_sp._EM1
OG0003396,608,CCW62198.1,Phytomonas_sp._EM1
OG0004220,220,CCW62204.1,Phytomonas_sp._EM1
OG0003343,548,CCW62218.1,Phytomonas_sp._EM1
OG0004226,192,CCW62220.1,Phytomonas_sp._EM1
OG0003614,249,CCW62223.1,Phytomonas_sp._EM1
OG0003949,371,CCW62226.1,Phytomonas_sp._EM1
OG0002849,548,CCW62231.1,Phytomonas_sp._EM1
OG0003589,300,CCW62233.1,Phytomonas_sp._EM1
OG0003038,413,CCW62241.1,Phytomonas_sp._EM1
OG0003170,910,CCW62243.1,Phytomonas_sp._EM1
OG0003275,405,CCW62248.1,Phytomonas_sp._EM1
OG0003365,495,CCW62254.1,Phytomonas_sp._EM1
OG0002659,388,CCW62255.1,Phytomonas_sp._EM1
OG0003570,338,CCW62257.1,Phytomonas_sp._EM1
OG0004122,241,CCW62262.1,Phytomonas_sp._EM1
OG0004088,254,CCW62263.1,Phytomonas_sp._EM1
OG0003391,708,CCW62264.1,Phytomonas_sp._EM1
OG0003427,405,CCW62265.1,Phytomonas_sp._EM1
OG0004250,255,CCW62274.1,Phytomonas_sp._EM1
OG0003583,315,CCW62279.1,Phytomonas_sp._EM1
OG0002654,378,CCW62290.1,Phytomonas_sp._EM1
OG0004231,133,CCW62291.1,Phytomonas_sp._EM1
OG0003328,523,CCW62294.1,Phytomonas_sp._EM1
OG0004092,514,CCW62295.1,Phytomonas_sp._EM1
OG0002851,114,CCW62297.1,Phytomonas_sp._EM1
OG0003488,447,CCW62304.1,Phytomonas_sp._EM1
OG0002594,468,CCW62311.1,Phytomonas_sp._EM1
OG0003895,564,CCW62319.1,Phytomonas_sp._EM1
OG0002879,1078,CCW62329.1,Phytomonas_sp._EM1
OG0003130,325,CCW62331.1,Phytomonas_sp._EM1
OG0003067,388,CCW62333.1,Phytomonas_sp._EM1
OG0004268,679,CCW62337.1,Phytomonas_sp._EM1
OG0003035,791,CCW62364.1,Phytomonas_sp._EM1
OG0004180,124,CCW62374.1,Phytomonas_sp._EM1
OG0003418,411,CCW62376.1,Phytomonas_sp._EM1
OG0003205,189,CCW62377.1,Phytomonas_sp._EM1
OG0002732,498,CCW62384.1,Phytomonas_sp._EM1
OG0003769,467,CCW62387.1,Phytomonas_sp._EM1
OG0004214,149,CCW62388.1,Phytomonas_sp._EM1
OG0003299,523,CCW62391.1,Phytomonas_sp._EM1
OG0003840,426,CCW62396.1,Phytomonas_sp._EM1
OG0002928,538,CCW62398.1,Phytomonas_sp._EM1
OG0003050,376,CCW62417.1,Phytomonas_sp._EM1
OG0002798,794,CCW62418.1,Phytomonas_sp._EM1
OG0003193,950,CCW62424.1,Phytomonas_sp._EM1
OG0004025,311,CCW62437.1,Phytomonas_sp._EM1
OG0002697,239,CCW62440.1,Phytomonas_sp._EM1
OG0004015,295,CCW62442.1,Phytomonas_sp._EM1
OG0003233,605,CCW62443.1,Phytomonas_sp._EM1
OG0003355,578,CCW62446.1,Phytomonas_sp._EM1
OG0004170,205,CCW62451.1,Phytomonas_sp._EM1
OG0003333,429,CCW62458.1,Phytomonas_sp._EM1
OG0002775,166,CCW62460.1,Phytomonas_sp._EM1
OG0003754,557,CCW62465.1,Phytomonas_sp._EM1
OG0003767,234,CCW62469.1,Phytomonas_sp._EM1
OG0003405,532,CCW62470.1,Phytomonas_sp._EM1
OG0002519,459,CCW62473.1,Phytomonas_sp._EM1
OG0002859,686,CCW62477.1,Phytomonas_sp._EM1
OG0002818,667,CCW62491.1,Phytomonas_sp._EM1
OG0002596,483,CCW62503.1,Phytomonas_sp._EM1
OG0004171,291,CCW62523.1,Phytomonas_sp._EM1
OG0002737,211,CCW62538.1,Phytomonas_sp._EM1
OG0003924,454,CCW62542.1,Phytomonas_sp._EM1
OG0003012,306,CCW62548.1,Phytomonas_sp._EM1
OG0003467,108,CCW62556.1,Phytomonas_sp._EM1
OG0003551,303,CCW62557.1,Phytomonas_sp._EM1
OG0003062,347,CCW62562.1,Phytomonas_sp._EM1
OG0003737,984,CCW62564.1,Phytomonas_sp._EM1
OG0002547,607,CCW62565.1,Phytomonas_sp._EM1
OG0003686,168,CCW62575.1,Phytomonas_sp._EM1
OG0004109,200,CCW62589.1,Phytomonas_sp._EM1
OG0003582,255,CCW62599.1,Phytomonas_sp._EM1
OG0003482,380,CCW62603.1,Phytomonas_sp._EM1
OG0003043,423,CCW62604.1,Phytomonas_sp._EM1
OG0002921,699,CCW62606.1,Phytomonas_sp._EM1
OG0004078,274,CCW62613.1,Phytomonas_sp._EM1
OG0004039,237,CCW62616.1,Phytomonas_sp._EM1
OG0003226,801,CCW62623.1,Phytomonas_sp._EM1
OG0003898,550,CCW62624.1,Phytomonas_sp._EM1
OG0003985,370,CCW62629.1,Phytomonas_sp._EM1
OG0004145,307,CCW62643.1,Phytomonas_sp._EM1
OG0003326,499,CCW62644.1,Phytomonas_sp._EM1
OG0002749,1016,CCW62652.1,Phytomonas_sp._EM1
OG0004199,169,CCW62666.1,Phytomonas_sp._EM1
OG0003920,337,CCW62673.1,Phytomonas_sp._EM1
OG0003540,308,CCW62675.1,Phytomonas_sp._EM1
OG0003457,418,CCW62678.1,Phytomonas_sp._EM1
OG0002972,509,CCW62690.1,Phytomonas_sp._EM1
OG0002862,789,CCW62700.1,Phytomonas_sp._EM1
OG0002858,718,CCW62710.1,Phytomonas_sp._EM1
OG0003149,269,CCW62712.1,Phytomonas_sp._EM1
OG0003689,330,CCW62730.1,Phytomonas_sp._EM1
OG0004072,278,CCW62732.1,Phytomonas_sp._EM1
OG0004080,278,CCW62734.1,Phytomonas_sp._EM1
OG0004150,227,CCW62736.1,Phytomonas_sp._EM1
OG0003964,263,CCW62739.1,Phytomonas_sp._EM1
OG0002502,487,CCW62741.1,Phytomonas_sp._EM1
OG0003789,475,CCW62751.1,Phytomonas_sp._EM1
OG0003881,495,CCW62754.1,Phytomonas_sp._EM1
OG0003913,390,CCW62756.1,Phytomonas_sp._EM1
OG0002886,929,CCW62762.1,Phytomonas_sp._EM1
OG0002913,536,CCW62766.1,Phytomonas_sp._EM1
OG0002553,888,CCW62768.1,Phytomonas_sp._EM1
OG0004175,206,CCW62770.1,Phytomonas_sp._EM1
OG0004156,190,CCW62773.1,Phytomonas_sp._EM1
OG0003607,275,CCW62781.1,Phytomonas_sp._EM1
OG0002945,535,CCW62788.1,Phytomonas_sp._EM1
OG0003675,266,CCW62789.1,Phytomonas_sp._EM1
OG0002679,448,CCW62791.1,Phytomonas_sp._EM1
OG0003112,889,CCW62792.1,Phytomonas_sp._EM1
OG0002793,787,CCW62793.1,Phytomonas_sp._EM1
OG0004244,147,CCW62796.1,Phytomonas_sp._EM1
OG0002725,278,CCW62798.1,Phytomonas_sp._EM1
OG0002978,269,CCW62803.1,Phytomonas_sp._EM1
OG0004248,907,CCW62805.1,Phytomonas_sp._EM1
OG0003872,422,CCW62806.1,Phytomonas_sp._EM1
OG0004029,352,CCW62811.1,Phytomonas_sp._EM1
OG0003531,292,CCW62817.1,Phytomonas_sp._EM1
OG0004026,329,CCW62823.1,Phytomonas_sp._EM1
OG0003397,460,CCW62827.1,Phytomonas_sp._EM1
OG0002908,582,CCW62829.1,Phytomonas_sp._EM1
OG0003525,335,CCW62842.1,Phytomonas_sp._EM1
OG0003125,274,CCW62844.1,Phytomonas_sp._EM1
OG0003505,288,CCW62845.1,Phytomonas_sp._EM1
OG0003399,470,CCW62846.1,Phytomonas_sp._EM1
OG0003931,385,CCW62855.1,Phytomonas_sp._EM1
OG0003914,445,CCW62865.1,Phytomonas_sp._EM1
OG0004041,340,CCW62867.1,Phytomonas_sp._EM1
OG0004106,457,CCW62873.1,Phytomonas_sp._EM1
OG0003158,398,CCW62881.1,Phytomonas_sp._EM1
OG0003919,512,CCW62882.1,Phytomonas_sp._EM1
OG0002733,244,CCW62900.1,Phytomonas_sp._EM1
OG0003550,306,CCW62904.1,Phytomonas_sp._EM1
OG0002895,361,CCW62907.1,Phytomonas_sp._EM1
OG0003632,231,CCW62911.1,Phytomonas_sp._EM1
OG0003658,175,CCW62917.1,Phytomonas_sp._EM1
OG0004033,340,CCW62918.1,Phytomonas_sp._EM1
OG0003483,376,CCW62922.1,Phytomonas_sp._EM1
OG0003033,393,CCW62924.1,Phytomonas_sp._EM1
OG0002567,435,CCW62925.1,Phytomonas_sp._EM1
OG0002603,568,CCW62932.1,Phytomonas_sp._EM1
OG0003726,977,CCW62937.1,Phytomonas_sp._EM1
OG0004144,221,CCW62938.1,Phytomonas_sp._EM1
OG0003030,462,CCW62939.1,Phytomonas_sp._EM1
OG0003912,487,CCW62946.1,Phytomonas_sp._EM1
OG0003670,242,CCW62952.1,Phytomonas_sp._EM1
OG0002900,537,CCW62966.1,Phytomonas_sp._EM1
OG0003504,344,CCW62978.1,Phytomonas_sp._EM1
OG0003596,273,CCW62981.1,Phytomonas_sp._EM1
OG0004265,764,CCW62984.1,Phytomonas_sp._EM1
OG0003845,202,CCW62988.1,Phytomonas_sp._EM1
OG0004183,214,CCW62992.1,Phytomonas_sp._EM1
OG0002979,475,CCW62999.1,Phytomonas_sp._EM1
OG0003696,153,CCW63008.1,Phytomonas_sp._EM1
OG0002636,344,CCW63012.1,Phytomonas_sp._EM1
OG0003744,872,CCW63016.1,Phytomonas_sp._EM1
OG0002711,245,CCW63017.1,Phytomonas_sp._EM1
OG0003190,225,CCW63030.1,Phytomonas_sp._EM1
OG0004158,176,CCW63033.1,Phytomonas_sp._EM1
OG0002644,400,CCW63035.1,Phytomonas_sp._EM1
OG0003756,344,CCW63037.1,Phytomonas_sp._EM1
OG0003637,589,CCW63044.1,Phytomonas_sp._EM1
OG0003489,353,CCW63045.1,Phytomonas_sp._EM1
OG0003104,201,CCW63046.1,Phytomonas_sp._EM1
OG0003762,670,CCW63053.1,Phytomonas_sp._EM1
OG0003409,655,CCW63054.1,Phytomonas_sp._EM1
OG0004068,309,CCW63056.1,Phytomonas_sp._EM1
OG0004235,99,CCW63059.1,Phytomonas_sp._EM1
OG0003135,313,CCW63066.1,Phytomonas_sp._EM1
OG0003951,552,CCW63071.1,Phytomonas_sp._EM1
OG0002796,874,CCW63074.1,Phytomonas_sp._EM1
OG0002677,262,CCW63076.1,Phytomonas_sp._EM1
OG0004232,153,CCW63081.1,Phytomonas_sp._EM1
OG0004211,160,CCW63084.1,Phytomonas_sp._EM1
OG0002663,388,CCW63085.1,Phytomonas_sp._EM1
OG0004140,187,CCW63086.1,Phytomonas_sp._EM1
OG0002992,417,CCW63087.1,Phytomonas_sp._EM1
OG0003379,712,CCW63096.1,Phytomonas_sp._EM1
OG0003069,525,CCW63108.1,Phytomonas_sp._EM1
OG0003612,293,CCW63129.1,Phytomonas_sp._EM1
OG0003699,175,CCW63130.1,Phytomonas_sp._EM1
OG0003295,621,CCW63135.1,Phytomonas_sp._EM1
OG0002767,181,CCW63139.1,Phytomonas_sp._EM1
OG0004136,309,CCW63143.1,Phytomonas_sp._EM1
OG0003643,215,CCW63152.1,Phytomonas_sp._EM1
OG0004228,127,CCW63161.1,Phytomonas_sp._EM1
OG0002986,452,CCW63164.1,Phytomonas_sp._EM1
OG0002628,180,CCW63170.1,Phytomonas_sp._EM1
OG0002826,718,CCW63185.1,Phytomonas_sp._EM1
OG0002691,364,CCW63186.1,Phytomonas_sp._EM1
OG0004103,276,CCW63190.1,Phytomonas_sp._EM1
OG0003336,537,CCW63191.1,Phytomonas_sp._EM1
OG0003298,487,CCW63195.1,Phytomonas_sp._EM1
OG0002789,714,CCW63205.1,Phytomonas_sp._EM1
OG0003602,260,CCW63206.1,Phytomonas_sp._EM1
OG0002959,355,CCW63210.1,Phytomonas_sp._EM1
OG0003939,88,CCW63216.1,Phytomonas_sp._EM1
OG0004154,192,CCW63219.1,Phytomonas_sp._EM1
OG0002526,661,CCW63224.1,Phytomonas_sp._EM1
OG0004048,255,CCW63226.1,Phytomonas_sp._EM1
OG0003864,356,CCW63229.1,Phytomonas_sp._EM1
OG0002503,717,CCW63231.1,Phytomonas_sp._EM1
OG0003139,323,CCW63232.1,Phytomonas_sp._EM1
OG0003160,260,CCW63240.1,Phytomonas_sp._EM1
OG0003514,251,CCW63243.1,Phytomonas_sp._EM1
OG0004000,325,CCW63248.1,Phytomonas_sp._EM1
OG0003608,285,CCW63251.1,Phytomonas_sp._EM1
OG0003704,183,CCW63256.1,Phytomonas_sp._EM1
OG0004198,283,CCW63259.1,Phytomonas_sp._EM1
OG0003533,321,CCW63261.1,Phytomonas_sp._EM1
OG0003310,683,CCW63267.1,Phytomonas_sp._EM1
OG0003536,331,CCW63268.1,Phytomonas_sp._EM1
OG0003388,425,CCW63283.1,Phytomonas_sp._EM1
OG0004049,381,CCW63285.1,Phytomonas_sp._EM1
OG0003641,230,CCW63295.1,Phytomonas_sp._EM1
OG0003004,442,CCW63296.1,Phytomonas_sp._EM1
OG0003236,608,CCW63302.1,Phytomonas_sp._EM1
OG0004018,322,CCW63309.1,Phytomonas_sp._EM1
OG0003120,239,CCW63310.1,Phytomonas_sp._EM1
OG0002723,284,CCW63313.1,Phytomonas_sp._EM1
OG0004017,484,CCW63316.1,Phytomonas_sp._EM1
OG0003126,325,CCW63320.1,Phytomonas_sp._EM1
OG0003173,267,CCW63331.1,Phytomonas_sp._EM1
OG0004256,872,CCW63337.1,Phytomonas_sp._EM1
OG0003849,585,CCW63339.1,Phytomonas_sp._EM1
OG0004071,373,CCW63340.1,Phytomonas_sp._EM1
OG0002941,695,CCW63344.1,Phytomonas_sp._EM1
OG0003857,586,CCW63347.1,Phytomonas_sp._EM1
OG0003300,621,CCW63352.1,Phytomonas_sp._EM1
OG0003249,665,CCW63353.1,Phytomonas_sp._EM1
OG0003741,767,CCW63359.1,Phytomonas_sp._EM1
OG0002713,452,CCW63363.1,Phytomonas_sp._EM1
OG0002944,488,CCW63364.1,Phytomonas_sp._EM1
OG0003609,269,CCW63368.1,Phytomonas_sp._EM1
OG0003481,475,CCW63370.1,Phytomonas_sp._EM1
OG0003484,418,CCW63378.1,Phytomonas_sp._EM1
OG0002583,640,CCW63383.1,Phytomonas_sp._EM1
OG0003421,412,CCW63389.1,Phytomonas_sp._EM1
OG0002984,429,CCW63401.1,Phytomonas_sp._EM1
OG0003203,241,CCW63408.1,Phytomonas_sp._EM1
OG0003710,125,CCW63412.1,Phytomonas_sp._EM1
OG0003610,305,CCW63427.1,Phytomonas_sp._EM1
OG0004163,193,CCW63433.1,Phytomonas_sp._EM1
OG0002528,248,CCW63436.1,Phytomonas_sp._EM1
OG0002605,385,CCW63439.1,Phytomonas_sp._EM1
OG0002918,669,CCW63440.1,Phytomonas_sp._EM1
OG0004267,500,CCW63452.1,Phytomonas_sp._EM1
OG0003106,334,CCW63482.1,Phytomonas_sp._EM1
OG0004222,149,CCW63500.1,Phytomonas_sp._EM1
OG0002754,191,CCW63509.1,Phytomonas_sp._EM1
OG0003321,415,CCW63510.1,Phytomonas_sp._EM1
OG0003721,982,CCW63513.1,Phytomonas_sp._EM1
OG0003905,629,CCW63515.1,Phytomonas_sp._EM1
OG0003375,484,CCW63519.1,Phytomonas_sp._EM1
OG0003019,414,CCW63520.1,Phytomonas_sp._EM1
OG0003452,393,CCW63534.1,Phytomonas_sp._EM1
OG0003736,556,CCW63552.1,Phytomonas_sp._EM1
OG0003051,387,CCW63554.1,Phytomonas_sp._EM1
OG0003087,195,CCW63559.1,Phytomonas_sp._EM1
OG0003211,176,CCW63563.1,Phytomonas_sp._EM1
OG0004133,190,CCW63571.1,Phytomonas_sp._EM1
OG0003993,462,CCW63577.1,Phytomonas_sp._EM1
OG0003081,398,CCW63587.1,Phytomonas_sp._EM1
OG0002683,255,CCW63593.1,Phytomonas_sp._EM1
OG0003006,510,CCW63598.1,Phytomonas_sp._EM1
OG0004076,323,CCW63619.1,Phytomonas_sp._EM1
OG0003537,344,CCW63623.1,Phytomonas_sp._EM1
OG0002745,244,CCW63624.1,Phytomonas_sp._EM1
OG0003462,361,CCW63625.1,Phytomonas_sp._EM1
OG0003115,373,CCW63627.1,Phytomonas_sp._EM1
OG0003215,146,CCW63634.1,Phytomonas_sp._EM1
OG0004130,195,CCW63642.1,Phytomonas_sp._EM1
OG0004167,318,CCW63646.1,Phytomonas_sp._EM1
OG0003279,828,CCW63650.1,Phytomonas_sp._EM1
OG0002771,136,CCW63653.1,Phytomonas_sp._EM1
OG0002983,469,CCW63667.1,Phytomonas_sp._EM1
OG0003617,335,CCW63668.1,Phytomonas_sp._EM1
OG0002806,967,CCW63669.1,Phytomonas_sp._EM1
OG0003605,439,CCW63670.1,Phytomonas_sp._EM1
OG0003238,369,CCW63682.1,Phytomonas_sp._EM1
OG0004066,515,CCW63684.1,Phytomonas_sp._EM1
OG0003290,476,CCW63695.1,Phytomonas_sp._EM1
OG0002967,471,CCW63699.1,Phytomonas_sp._EM1
OG0002640,459,CCW63701.1,Phytomonas_sp._EM1
OG0004243,523,CCW63702.1,Phytomonas_sp._EM1
OG0002649,435,CCW63713.1,Phytomonas_sp._EM1
OG0003400,478,CCW63715.1,Phytomonas_sp._EM1
OG0004090,331,CCW63719.1,Phytomonas_sp._EM1
OG0002651,420,CCW63720.1,Phytomonas_sp._EM1
OG0003131,328,CCW63737.1,Phytomonas_sp._EM1
OG0003556,220,CCW63742.1,Phytomonas_sp._EM1
OG0003717,108,CCW63744.1,Phytomonas_sp._EM1
OG0004027,321,CCW63756.1,Phytomonas_sp._EM1
OG0003466,441,CCW63761.1,Phytomonas_sp._EM1
OG0003972,598,CCW63762.1,Phytomonas_sp._EM1
OG0002543,658,CCW63767.1,Phytomonas_sp._EM1
OG0003588,387,CCW63773.1,Phytomonas_sp._EM1
OG0004050,248,CCW63774.1,Phytomonas_sp._EM1
OG0003088,310,CCW63778.1,Phytomonas_sp._EM1
OG0003835,704,CCW63782.1,Phytomonas_sp._EM1
OG0003725,1040,CCW63786.1,Phytomonas_sp._EM1
OG0003113,333,CCW63787.1,Phytomonas_sp._EM1
OG0004283,510,CCW63795.1,Phytomonas_sp._EM1
OG0003860,360,CCW63796.1,Phytomonas_sp._EM1
OG0002891,634,CCW63799.1,Phytomonas_sp._EM1
OG0002626,471,CCW63810.1,Phytomonas_sp._EM1
OG0003746,429,CCW63811.1,Phytomonas_sp._EM1
OG0002541,714,CCW63814.1,Phytomonas_sp._EM1
OG0002506,604,CCW63819.1,Phytomonas_sp._EM1
OG0003303,503,CCW63826.1,Phytomonas_sp._EM1
OG0003075,345,CCW63830.1,Phytomonas_sp._EM1
OG0004274,207,CCW63839.1,Phytomonas_sp._EM1
OG0003316,571,CCW63840.1,Phytomonas_sp._EM1
OG0002508,615,CCW63841.1,Phytomonas_sp._EM1
OG0003807,446,CCW63842.1,Phytomonas_sp._EM1
OG0004058,258,CCW63846.1,Phytomonas_sp._EM1
OG0002598,427,CCW63847.1,Phytomonas_sp._EM1
OG0003539,396,CCW63848.1,Phytomonas_sp._EM1
OG0003010,421,CCW63849.1,Phytomonas_sp._EM1
OG0003432,431,CCW63851.1,Phytomonas_sp._EM1
OG0002648,507,CCW63855.1,Phytomonas_sp._EM1
OG0003148,554,CCW63856.1,Phytomonas_sp._EM1
OG0002532,681,CCW63857.1,Phytomonas_sp._EM1
OG0003502,132,CCW63859.1,Phytomonas_sp._EM1
OG0003657,235,CCW63861.1,Phytomonas_sp._EM1
OG0003916,151,CCW63864.1,Phytomonas_sp._EM1
OG0003516,280,CCW63865.1,Phytomonas_sp._EM1
OG0003013,625,CCW63871.1,Phytomonas_sp._EM1
OG0003618,224,CCW63874.1,Phytomonas_sp._EM1
OG0002976,408,CCW63878.1,Phytomonas_sp._EM1
OG0004131,241,CCW63883.1,Phytomonas_sp._EM1
OG0004093,265,CCW63886.1,Phytomonas_sp._EM1
OG0003078,202,CCW63887.1,Phytomonas_sp._EM1
OG0004203,167,CCW63889.1,Phytomonas_sp._EM1
OG0003305,300,CCW63891.1,Phytomonas_sp._EM1
OG0002814,1094,CCW63894.1,Phytomonas_sp._EM1
OG0003811,846,CCW63901.1,Phytomonas_sp._EM1
OG0004019,430,CCW63903.1,Phytomonas_sp._EM1
OG0003758,477,CCW63914.1,Phytomonas_sp._EM1
OG0003470,560,CCW63926.1,Phytomonas_sp._EM1
OG0004229,206,CCW63929.1,Phytomonas_sp._EM1
OG0004086,323,CCW63932.1,Phytomonas_sp._EM1
OG0003313,440,CCW63935.1,Phytomonas_sp._EM1
OG0003506,414,CCW63937.1,Phytomonas_sp._EM1
OG0003018,528,CCW63958.1,Phytomonas_sp._EM1
OG0002561,535,CCW63964.1,Phytomonas_sp._EM1
OG0003140,180,CCW63971.1,Phytomonas_sp._EM1
OG0004064,253,CCW63972.1,Phytomonas_sp._EM1
OG0002897,66,CCW63981.1,Phytomonas_sp._EM1
OG0003901,504,CCW63983.1,Phytomonas_sp._EM1
OG0002630,582,CCW63986.1,Phytomonas_sp._EM1
OG0003179,314,CCW63987.1,Phytomonas_sp._EM1
OG0003495,422,CCW63989.1,Phytomonas_sp._EM1
OG0003207,176,CCW63990.1,Phytomonas_sp._EM1
OG0003707,126,CCW63992.1,Phytomonas_sp._EM1
OG0002917,208,CCW63993.1,Phytomonas_sp._EM1
OG0003025,663,CCW63996.1,Phytomonas_sp._EM1
OG0002520,969,CCW63998.1,Phytomonas_sp._EM1
OG0003809,130,CCW64000.1,Phytomonas_sp._EM1
OG0003571,308,CCW64014.1,Phytomonas_sp._EM1
OG0003027,236,CCW64019.1,Phytomonas_sp._EM1
OG0003157,315,CCW64023.1,Phytomonas_sp._EM1
OG0002893,582,CCW64027.1,Phytomonas_sp._EM1
OG0003764,699,CCW64028.1,Phytomonas_sp._EM1
OG0002932,391,CCW64030.1,Phytomonas_sp._EM1
OG0003576,299,CCW64032.1,Phytomonas_sp._EM1
OG0003077,199,CCW64036.1,Phytomonas_sp._EM1
OG0002738,275,CCW64037.1,Phytomonas_sp._EM1
OG0003095,353,CCW64042.1,Phytomonas_sp._EM1
OG0003061,411,CCW64049.1,Phytomonas_sp._EM1
OG0002844,512,CCW64050.1,Phytomonas_sp._EM1
OG0003593,167,CCW64053.1,Phytomonas_sp._EM1
OG0003653,305,CCW64056.1,Phytomonas_sp._EM1
OG0004081,276,CCW64057.1,Phytomonas_sp._EM1
OG0003619,286,CCW64058.1,Phytomonas_sp._EM1
OG0003723,1073,CCW64065.1,Phytomonas_sp._EM1
OG0002612,667,CCW64066.1,Phytomonas_sp._EM1
OG0002695,314,CCW64068.1,Phytomonas_sp._EM1
OG0002688,367,CCW64075.1,Phytomonas_sp._EM1
OG0003863,291,CCW64076.1,Phytomonas_sp._EM1
OG0004132,240,CCW64081.1,Phytomonas_sp._EM1
OG0002746,240,CCW64084.1,Phytomonas_sp._EM1
OG0003446,407,CCW64086.1,Phytomonas_sp._EM1
OG0002592,563,CCW64091.1,Phytomonas_sp._EM1
OG0002760,507,CCW64093.1,Phytomonas_sp._EM1
OG0004075,332,CCW64101.1,Phytomonas_sp._EM1
OG0004240,187,CCW64108.1,Phytomonas_sp._EM1
OG0003351,615,CCW64110.1,Phytomonas_sp._EM1
OG0003444,318,CCW64111.1,Phytomonas_sp._EM1
OG0002662,1231,CCW64114.1,Phytomonas_sp._EM1
OG0004245,130,CCW64123.1,Phytomonas_sp._EM1
OG0003052,413,CCW64128.1,Phytomonas_sp._EM1
OG0003083,382,CCW64132.1,Phytomonas_sp._EM1
OG0003182,181,CCW64133.1,Phytomonas_sp._EM1
OG0002533,655,CCW64134.1,Phytomonas_sp._EM1
OG0004213,175,CCW64161.1,Phytomonas_sp._EM1
OG0002664,322,CCW64184.1,Phytomonas_sp._EM1
OG0003047,1231,CCW64194.1,Phytomonas_sp._EM1
OG0002990,640,CCW64197.1,Phytomonas_sp._EM1
OG0003761,806,CCW64200.1,Phytomonas_sp._EM1
OG0004187,181,CCW64201.1,Phytomonas_sp._EM1
OG0003921,390,CCW64207.1,Phytomonas_sp._EM1
OG0002726,245,CCW64211.1,Phytomonas_sp._EM1
OG0003440,286,CCW64213.1,Phytomonas_sp._EM1
